clean_description,genre
ad church bell toll death england king henri baron face unwelcom prospect rule woman henri beauti daughter maud countess anjou maud could claim throne cousin stephen seiz long bitter struggl england bled burn sharon kay penman magnific fifth novel summon life spectacular mediev tragedi whose unfold break heart even prepar way splendor cometh gloriou age eleanor aquitain plantagenet would soon illumin world,Fiction
centuri human dwarv gnome elv live togeth rel peac time chang uneasi peac race fight good elf seem dead elf geralt rivia cun assassin known witcher wait birth prophesi child child power chang world good evil,Fiction
four mother four daughter four famili whose histori shift four wind depend who tell stori four chines women recent immigr san francisco meet weekli play mahjong tell stori left behind china unit loss new hope daughter futur call joy luck club daughter never heard stori think mother advic irrelev modern american live inner crise reveal much theyv unknowingli inherit mother past wit sensit ami tan examin sometim pain often tender alway deep connect mother daughter woman reveal secret tri unravel truth life string becom tangl entwin mother boast despair daughter daughter roll eye even feel inextric tighten matriarch tie tan astut storytel entic reader immers live complex mysteri,Fiction
tavi calderon recogn princep gaiu octavian heir crown achiev fragil allianc alera oldest foe savag canim tavi legion guid canim safe land worst fear realiz dread vord enemi aleran cane alik spent last three year lay wast canim homeland aleran cut ship find choic fight shoulder shoulder surviv,Fiction
six million year ago dawn starfar era abigail gentian fractur thousand male femal clone call shatterl someon elimin gentian line campion purslanetwo shatterl fallen love share forbidden experiencesmust determin exactli enemi wipe exist im al use space scientist im writer although time two career ran parallel start publish short stori british sf magazin interzon earli eventu branch novel write novel year tri write short stori well book stori set consist futur name revel space first novel ive done lot thing well like keep thing fresh book,Fiction
h p lovecraft yet surpass th centuri greatest practition classic horror talestephen king import tale godfath modern horror genrea master influenc work gener writer includ stephen king ann ricear gather one volum nation book awardwin author joyc carol oat combin thcenturi gothic sensibl edgar allan poe dare intern vision lovecraft tale foretold psychic troubl world come set meticul wrought histor ground new england landscap harrow stori explor collaps saniti beneath weight chaotic event lovecraft univers frighten shadow world realiti nightmar intertwin redempt come aficionado new gener stcenturi reader tale h p lovecraft classic miss howard phillip lovecraft provid rhode island american author horror fantasi scienc fiction,Fiction
altern cover edit isbn isbn,Fiction
ikntynyt aliid truu asuu yksin taloaan viron maaseudulla maa itsenistynyt edellisen vuonna ja maareformi alkanut vanhan naisen arjen katkaise pihal pyrtynyt parikymppinen zara tultuaan tajuihinsa zara kertoo pakenevansa vkivaltaista miestn kohtaaminen nostaa aliiden mieleen repivt muistot nuoruuden traagisesta rakkaudesta ja valinnoista jotka sinetivt hnen lhimpien kohtalon omiin eptoivoisiin ratkaisuihinsa pakotetun zaran tilann puolestaan osoittaa ett vaikka aika toinen vaino ei ole loppunut muuttanut vain muotoaan syvint ydint peto johon eptoivoiset tunteet ajavat romaani avaa my viron vaiettua lhihistoriaa yhden suvun kokemusten kautta,Fiction
paul dombey wealthi ship merchant whose wife die give birth second child longhopedfor son heir young paul health fragil die age six dash father hope charl john huffam dicken writer social critic creat world bestknown fiction charact regard greatest novelist victorian era work enjoy unpreced popular lifetim twentieth centuri critic scholar recognis literari geniu novel short stori enjoy last popular,Fiction
there thing witch use wild dark day burn began witch noth tidi charm nurseri rhyme modern woman want measur power must find ballot box eastwood sistersjam junip agn amaranth beatric belladonnajoin suffragist new salem begin pursu forgotten word way might turn women movement witch movement stalk shadow sick hunt forc suffer witch voteand perhap even liveth sister need delv oldest magic draw new allianc heal bond want surviv,Fiction
hot lazi day perfect cookout see strang dark cloud suddenli violent storm sweep across lake end abruptli unexpectedli begun come mist creep slowli inexor town settl wait trap supermarket dozen other cut famili world mist aliv seeth unearthli sound movement unleash terror arrowhead projectth top secret govern oper everyon notic one quit understand,Fiction
pearl may sister live carefre live shanghai pari asia japanes bomb fall belov citi set journey lifetim one take chines countrysid clutch brutal soldier across pacif shore america shanghai pari asia citi great wealth glamour home millionair beggar gangster gambler patriot revolutionari artist warlord thank financi secur materi comfort provid father prosper rickshaw busi twentyoneyearold pearl chin younger sister may time live though sister wave author tradit couldnt differ pearl dragon sign strong stubborn may true sheep ador placid beauti modern carefre day father tell gambl away wealth order repay debt must sell girl wive suitor travel california find chines bride,Fiction
